date,location,country,total_vaccinations_raw,total_distributed_raw,pop_est,division,total_vaccinations_int,total_distributed_int,daily_vaccinations_int,daily_distributed_int,daily_vaccinations_rolling,daily_distributed_rolling
2021-02-24,Arkansas,usa,554466.0,816730.0,3017643.726170697,West South Central,554466.0,816730.0,14274.0,22500.0,9645.285714285714,23929.285714285714
2021-02-25,Arkansas,usa,572553.0,826130.0,3017643.726170697,West South Central,572553.0,826130.0,18087.0,9400.0,11688.0,23129.285714285714
2021-02-26,Arkansas,usa,597990.0,861230.0,3017643.726170697,West South Central,597990.0,861230.0,25437.0,35100.0,11531.285714285714,24243.571428571428
2021-02-27,Arkansas,usa,622665.0,892660.0,3017643.726170697,West South Central,622665.0,892660.0,24675.0,31430.0,14537.285714285714,28733.571428571428
2021-02-28,Arkansas,usa,649311.0,892660.0,3017643.726170697,West South Central,649311.0,892660.0,26646.0,0.0,17263.428571428572,28733.571428571428
2021-03-01,Arkansas,usa,661572.0,892660.0,3017643.726170697,West South Central,661572.0,892660.0,12261.0,0.0,18022.714285714286,28733.571428571428
2021-03-02,Arkansas,usa,670815.0,963040.0,3017643.726170697,West South Central,670815.0,963040.0,9243.0,70380.0,18660.428571428572,24115.714285714286
2021-01-12,California,usa,816301.0,3286050.0,39502737.2851088,Pacific,816301.0,3286050.0,,,,
2021-01-13,California,usa,891489.0,3435650.0,39502737.2851088,Pacific,891489.0,3435650.0,75188.0,149600.0,75188.0,149600.0
2021-01-14,California,usa,975293.0,3540175.0,39502737.2851088,Pacific,975293.0,3540175.0,83804.0,104525.0,79496.0,127062.5
2021-01-15,California,usa,1072959.0,3548575.0,39502737.2851088,Pacific,1072959.0,3548575.0,97666.0,8400.0,85552.66666666667,87508.33333333333
2021-01-16,California,usa,,,39502737.2851088,Pacific,1169826.75,3548575.0,96867.75,0.0,88381.4375,65631.25
2021-01-17,California,usa,,,39502737.2851088,Pacific,1266694.5,3548575.0,96867.75,0.0,90078.7,52505.0
2021-01-18,California,usa,,,39502737.2851088,Pacific,1363562.25,3548575.0,96867.75,0.0,91210.20833333333,43754.166666666664
2021-01-19,California,usa,1460430.0,3548575.0,39502737.2851088,Pacific,1460430.0,3548575.0,96867.75,0.0,92018.42857142857,37503.57142857143
2021-01-20,California,usa,1532329.0,4169450.0,39502737.2851088,Pacific,1532329.0,4169450.0,71899.0,620875.0,91548.57142857143,104828.57142857143
2021-01-21,California,usa,1633875.0,4379500.0,39502737.2851088,Pacific,1633875.0,4379500.0,101546.0,210050.0,94083.14285714286,119903.57142857143
2021-01-22,California,usa,1803679.0,4714625.0,39502737.2851088,Pacific,1803679.0,4714625.0,169804.0,335125.0,104388.57142857143,166578.57142857142
2021-01-23,California,usa,2008220.0,4906525.0,39502737.2851088,Pacific,2008220.0,4906525.0,204541.0,191900.0,119770.46428571429,193992.85714285713
2021-01-24,California,usa,2199908.0,4906525.0,39502737.2851088,Pacific,2199908.0,4906525.0,191688.0,0.0,133316.2142857143,193992.85714285713
2021-01-25,California,usa,2330633.0,4906525.0,39502737.2851088,Pacific,2330633.0,4906525.0,130725.0,0.0,138152.9642857143,193992.85714285713
2021-01-26,California,usa,2446577.0,5340275.0,39502737.2851088,Pacific,2446577.0,5340275.0,115944.0,433750.0,140878.14285714287,255957.14285714287
2021-01-27,California,usa,2579666.0,5452575.0,39502737.2851088,Pacific,2579666.0,5452575.0,133089.0,112300.0,149619.57142857142,183303.57142857142
2021-01-28,California,usa,2746876.0,5547100.0,39502737.2851088,Pacific,2746876.0,5547100.0,167210.0,94525.0,159000.14285714287,166800.0
2021-01-29,California,usa,2910562.0,5640225.0,39502737.2851088,Pacific,2910562.0,5640225.0,163686.0,93125.0,158126.14285714287,132228.57142857142
2021-01-30,California,usa,3095781.0,5666150.0,39502737.2851088,Pacific,3095781.0,5666150.0,185219.0,25925.0,155365.85714285713,108517.85714285714
2021-01-31,California,usa,3285351.0,5666550.0,39502737.2851088,Pacific,3285351.0,5666550.0,189570.0,400.0,155063.2857142857,108575.0
2021-02-01,California,usa,3453284.0,5666550.0,39502737.2851088,Pacific,3453284.0,5666550.0,167933.0,0.0,160378.7142857143,108575.0
2021-02-02,California,usa,3543817.0,5670500.0,39502737.2851088,Pacific,3543817.0,5670500.0,90533.0,3950.0,156748.57142857142,47175.0
2021-02-03,California,usa,3671316.0,6343925.0,39502737.2851088,Pacific,3671316.0,6343925.0,127499.0,673425.0,155950.0,127335.71428571429
2021-02-04,California,usa,3723803.0,6438225.0,39502737.2851088,Pacific,3723803.0,6438225.0,52487.0,94300.0,139561.0,127303.57142857143
2021-02-05,California,usa,3920632.0,6773350.0,39502737.2851088,Pacific,3920632.0,6773350.0,196829.0,335125.0,144295.7142857143,161875.0
2021-02-06,California,usa,4137600.0,6963500.0,39502737.2851088,Pacific,4137600.0,6963500.0,216968.0,190150.0,148831.2857142857,185335.7142857143
2021-02-07,California,usa,4485166.0,6963500.0,39502737.2851088,Pacific,4485166.0,6963500.0,347566.0,0.0,171402.14285714287,185278.57142857142
2021-02-08,California,usa,4682862.0,6963500.0,39502737.2851088,Pacific,4682862.0,6963500.0,197696.0,0.0,175654.0,185278.57142857142
2021-02-09,California,usa,4784478.0,7385225.0,39502737.2851088,Pacific,4784478.0,7385225.0,101616.0,421725.0,177237.2857142857,244960.7142857143
2021-02-10,California,usa,4957297.0,7607100.0,39502737.2851088,Pacific,4957297.0,7607100.0,172819.0,221875.0,183711.57142857142,180453.57142857142
2021-02-11,California,usa,5134864.0,7822300.0,39502737.2851088,Pacific,5134864.0,7822300.0,177567.0,215200.0,201580.14285714287,197725.0
2021-02-12,California,usa,5341104.0,7963575.0,39502737.2851088,Pacific,5341104.0,7963575.0,206240.0,141275.0,202924.57142857142,170032.14285714287
2021-02-13,California,usa,5562553.0,8051475.0,39502737.2851088,Pacific,5562553.0,8051475.0,221449.0,87900.0,203564.7142857143,155425.0
2021-02-14,California,usa,5820388.0,8059325.0,39502737.2851088,Pacific,5820388.0,8059325.0,257835.0,7850.0,190746.0,156546.42857142858
2021-02-15,California,usa,,,39502737.2851088,Pacific,6015690.0,8154987.5,195302.0,95662.5,190404.0,170212.5
2021-02-16,California,usa,6210992.0,8250650.0,39502737.2851088,Pacific,6210992.0,8250650.0,195302.0,95662.5,203787.7142857143,123632.14285714286
2021-02-17,California,usa,6323011.0,8406525.0,39502737.2851088,Pacific,6323011.0,8406525.0,112019.0,155875.0,195102.0,114203.57142857143
2021-02-18,California,usa,6496140.0,8722400.0,39502737.2851088,Pacific,6496140.0,8722400.0,173129.0,315875.0,194468.0,128585.71428571429
2021-02-19,California,usa,6964603.0,9164130.0,39502737.2851088,Pacific,6964603.0,9164130.0,468463.0,441730.0,231928.42857142858,171507.85714285713
2021-02-20,California,usa,7201713.0,9178020.0,39502737.2851088,Pacific,7201713.0,9178020.0,237110.0,13890.0,234165.7142857143,160935.0
2021-02-21,California,usa,7453468.0,9178020.0,39502737.2851088,Pacific,7453468.0,9178020.0,251755.0,0.0,233297.14285714287,159813.57142857142
2021-02-22,California,usa,7604725.0,9178020.0,39502737.2851088,Pacific,7604725.0,9178020.0,151257.0,0.0,227005.0,146147.5
2021-02-23,California,usa,7728120.0,10168620.0,39502737.2851088,Pacific,7728120.0,10168620.0,123395.0,990600.0,216732.57142857142,273995.71428571426
2021-02-24,California,usa,7876011.0,10702330.0,39502737.2851088,Pacific,7876011.0,10702330.0,147891.0,533710.0,221857.14285714287,327972.14285714284
2021-02-25,California,usa,8064121.0,10956910.0,39502737.2851088,Pacific,8064121.0,10956910.0,188110.0,254580.0,223997.2857142857,319215.71428571426
2021-02-26,California,usa,8310945.0,11297300.0,39502737.2851088,Pacific,8310945.0,11297300.0,246824.0,340390.0,192334.57142857142,304738.5714285714
2021-02-27,California,usa,8566470.0,11587650.0,39502737.2851088,Pacific,8566470.0,11587650.0,255525.0,290350.0,194965.2857142857,344232.85714285716
2021-02-28,California,usa,8821044.0,11587650.0,39502737.2851088,Pacific,8821044.0,11587650.0,254574.0,0.0,195368.0,344232.85714285716
2021-03-01,California,usa,9106077.0,11587650.0,39502737.2851088,Pacific,9106077.0,11587650.0,285033.0,0.0,214478.85714285713,344232.85714285716
2021-03-02,California,usa,9497125.0,12528070.0,39502737.2851088,Pacific,9497125.0,12528070.0,391048.0,940420.0,252715.0,337064.28571428574
2021-01-12,Colorado,usa,224428.0,516750.0,5758617.32018358,Mountain,224428.0,516750.0,,,,
2021-01-13,Colorado,usa,239665.0,530800.0,5758617.32018358,Mountain,239665.0,530800.0,15237.0,14050.0,15237.0,14050.0
2021-01-14,Colorado,usa,254706.0,531775.0,5758617.32018358,Mountain,254706.0,531775.0,15041.0,975.0,15139.0,7512.5
2021-01-15,Colorado,usa,272233.0,531775.0,5758617.32018358,Mountain,272233.0,531775.0,17527.0,0.0,15935.0,5008.333333333333
2021-01-16,Colorado,usa,,,5758617.32018358,Mountain,286747.75,531775.0,14514.75,0.0,15579.9375,3756.25
2021-01-17,Colorado,usa,,,5758617.32018358,Mountain,301262.5,531775.0,14514.75,0.0,15366.9,3005.0
2021-01-18,Colorado,usa,,,5758617.32018358,Mountain,315777.25,531775.0,14514.75,0.0,15224.875,2504.1666666666665
2021-01-19,Colorado,usa,330292.0,531775.0,5758617.32018358,Mountain,330292.0,531775.0,14514.75,0.0,15123.42857142857,2146.4285714285716
2021-01-20,Colorado,usa,340438.0,631400.0,5758617.32018358,Mountain,340438.0,631400.0,10146.0,99625.0,14396.142857142857,14371.42857142857
2021-01-21,Colorado,usa,353194.0,657250.0,5758617.32018358,Mountain,353194.0,657250.0,12756.0,25850.0,14069.714285714286,17925.0
2021-01-22,Colorado,usa,377283.0,671200.0,5758617.32018358,Mountain,377283.0,671200.0,24089.0,13950.0,15007.142857142857,19917.85714285714
2021-01-23,Colorado,usa,377283.0,692700.0,5758617.32018358,Mountain,377283.0,692700.0,0.0,21500.0,12933.607142857143,22989.285714285714
2021-01-24,Colorado,usa,434496.0,692700.0,5758617.32018358,Mountain,434496.0,692700.0,57213.0,0.0,19033.35714285714,22989.285714285714
2021-01-25,Colorado,usa,447880.0,692700.0,5758617.32018358,Mountain,447880.0,692700.0,13384.0,0.0,18871.821428571428,22989.285714285714
2021-01-26,Colorado,usa,457746.0,726450.0,5758617.32018358,Mountain,457746.0,726450.0,9866.0,33750.0,18207.714285714286,27810.714285714286
2021-01-27,Colorado,usa,474527.0,775050.0,5758617.32018358,Mountain,474527.0,775050.0,16781.0,48600.0,19155.571428571428,20521.428571428572
2021-01-28,Colorado,usa,495706.0,806950.0,5758617.32018358,Mountain,495706.0,806950.0,21179.0,31900.0,20358.85714285714,21385.714285714286
2021-01-29,Colorado,usa,521879.0,813400.0,5758617.32018358,Mountain,521879.0,813400.0,26173.0,6450.0,20656.571428571428,20314.285714285714
2021-01-30,Colorado,usa,545356.0,813400.0,5758617.32018358,Mountain,545356.0,813400.0,23477.0,0.0,24010.428571428572,17242.85714285714
2021-01-31,Colorado,usa,569234.0,813400.0,5758617.32018358,Mountain,569234.0,813400.0,23878.0,0.0,19248.285714285714,17242.85714285714
2021-02-01,Colorado,usa,589787.0,813400.0,5758617.32018358,Mountain,589787.0,813400.0,20553.0,0.0,20272.428571428572,17242.85714285714
2021-02-02,Colorado,usa,601347.0,871875.0,5758617.32018358,Mountain,601347.0,871875.0,11560.0,58475.0,20514.428571428572,20775.0
2021-02-03,Colorado,usa,617125.0,940800.0,5758617.32018358,Mountain,617125.0,940800.0,15778.0,68925.0,20371.14285714286,23678.571428571428
2021-02-04,Colorado,usa,638923.0,983225.0,5758617.32018358,Mountain,638923.0,983225.0,21798.0,42425.0,20459.571428571428,25182.14285714286
2021-02-05,Colorado,usa,661703.0,989075.0,5758617.32018358,Mountain,661703.0,989075.0,22780.0,5850.0,19974.85714285714,25096.428571428572
2021-02-06,Colorado,usa,694860.0,991075.0,5758617.32018358,Mountain,694860.0,991075.0,33157.0,2000.0,21357.714285714286,25382.14285714286
2021-02-07,Colorado,usa,729895.0,991075.0,5758617.32018358,Mountain,729895.0,991075.0,35035.0,0.0,22951.571428571428,25382.14285714286
2021-02-08,Colorado,usa,751960.0,991075.0,5758617.32018358,Mountain,751960.0,991075.0,22065.0,0.0,23167.571428571428,25382.14285714286
2021-02-09,Colorado,usa,757560.0,1045000.0,5758617.32018358,Mountain,757560.0,1045000.0,5600.0,53925.0,22316.14285714286,24732.14285714286
2021-02-10,Colorado,usa,787041.0,1110575.0,5758617.32018358,Mountain,787041.0,1110575.0,29481.0,65575.0,24273.714285714286,24253.571428571428
2021-02-11,Colorado,usa,815108.0,1162775.0,5758617.32018358,Mountain,815108.0,1162775.0,28067.0,52200.0,25169.285714285714,25650.0
2021-02-12,Colorado,usa,844620.0,1204800.0,5758617.32018358,Mountain,844620.0,1204800.0,29512.0,42025.0,26131.0,30817.85714285714
2021-02-13,Colorado,usa,885581.0,1210475.0,5758617.32018358,Mountain,885581.0,1210475.0,40961.0,5675.0,27245.85714285714,31342.85714285714
2021-02-14,Colorado,usa,926807.0,1210475.0,5758617.32018358,Mountain,926807.0,1210475.0,41226.0,0.0,28130.285714285714,31342.85714285714
2021-02-15,Colorado,usa,,,5758617.32018358,Mountain,963702.0,1217525.0,36895.0,7050.0,30248.85714285714,32350.0
2021-02-16,Colorado,usa,1000597.0,1224575.0,5758617.32018358,Mountain,1000597.0,1224575.0,36895.0,7050.0,34719.57142857143,25653.571428571428
2021-02-17,Colorado,usa,1024167.0,1230425.0,5758617.32018358,Mountain,1024167.0,1230425.0,23570.0,5850.0,33875.142857142855,17121.428571428572
2021-02-18,Colorado,usa,1053041.0,1282300.0,5758617.32018358,Mountain,1053041.0,1282300.0,28874.0,51875.0,33990.42857142857,17075.0
2021-02-19,Colorado,usa,1132448.0,1332775.0,5758617.32018358,Mountain,1132448.0,1332775.0,79407.0,50475.0,41118.28571428572,18282.14285714286
2021-02-20,Colorado,usa,1167895.0,1348800.0,5758617.32018358,Mountain,1167895.0,1348800.0,35447.0,16025.0,40330.57142857143,19760.714285714286
2021-02-21,Colorado,usa,1202161.0,1348800.0,5758617.32018358,Mountain,1202161.0,1348800.0,34266.0,0.0,39336.28571428572,19760.714285714286
2021-02-22,Colorado,usa,1231699.0,1348800.0,5758617.32018358,Mountain,1231699.0,1348800.0,29538.0,0.0,38285.28571428572,18753.571428571428
2021-02-23,Colorado,usa,1233466.0,1417245.0,5758617.32018358,Mountain,1233466.0,1417245.0,1767.0,68445.0,33267.0,27524.285714285714
2021-02-24,Colorado,usa,1268302.0,1512970.0,5758617.32018358,Mountain,1268302.0,1512970.0,34836.0,95725.0,34876.42857142857,40363.57142857143
2021-02-25,Colorado,usa,1294236.0,1597960.0,5758617.32018358,Mountain,1294236.0,1597960.0,25934.0,84990.0,34456.42857142857,45094.28571428572
2021-02-26,Colorado,usa,1323183.0,1658660.0,5758617.32018358,Mountain,1323183.0,1658660.0,28947.0,60700.0,27247.85714285714,46555.0
2021-02-27,Colorado,usa,1324715.0,1700660.0,5758617.32018358,Mountain,1324715.0,1700660.0,1532.0,42000.0,22402.85714285714,50265.71428571428
2021-02-28,Colorado,usa,1371577.0,1700660.0,5758617.32018358,Mountain,1371577.0,1700660.0,46862.0,0.0,24202.285714285714,50265.71428571428
2021-03-01,Colorado,usa,1412910.0,1700660.0,5758617.32018358,Mountain,1412910.0,1700660.0,41333.0,0.0,25887.285714285714,50265.71428571428
2021-03-02,Colorado,usa,1428854.0,1747350.0,5758617.32018358,Mountain,1428854.0,1747350.0,15944.0,46690.0,27912.571428571428,47157.857142857145
2021-01-12,Connecticut,usa,151395.0,250775.0,3565585.653721049,New England,151395.0,250775.0,,,,
2021-01-13,Connecticut,usa,161875.0,315025.0,3565585.653721049,New England,161875.0,315025.0,10480.0,64250.0,10480.0,64250.0
2021-01-14,Connecticut,usa,171897.0,328675.0,3565585.653721049,New England,171897.0,328675.0,10022.0,13650.0,10251.0,38950.0
2021-01-15,Connecticut,usa,185866.0,328775.0,3565585.653721049,New England,185866.0,328775.0,13969.0,100.0,11490.333333333334,26000.0
2021-01-16,Connecticut,usa,,,3565585.653721049,New England,196780.5,328775.0,10914.5,0.0,11346.375,19500.0
2021-01-17,Connecticut,usa,,,3565585.653721049,New England,207695.0,328775.0,10914.5,0.0,11260.0,15600.0
2021-01-18,Connecticut,usa,,,3565585.653721049,New England,218609.5,328775.0,10914.5,0.0,11202.416666666666,13000.0
2021-01-19,Connecticut,usa,229524.0,328775.0,3565585.653721049,New England,229524.0,328775.0,10914.5,0.0,11161.285714285714,11142.857142857143
2021-01-20,Connecticut,usa,243140.0,430375.0,3565585.653721049,New England,243140.0,430375.0,13616.0,101600.0,11609.285714285714,16478.571428571428
2021-01-21,Connecticut,usa,264707.0,435075.0,3565585.653721049,New England,264707.0,435075.0,21567.0,4700.0,13258.57142857143,15200.0
2021-01-22,Connecticut,usa,287440.0,477250.0,3565585.653721049,New England,287440.0,477250.0,22733.0,42175.0,14510.57142857143,21210.714285714286
2021-01-23,Connecticut,usa,306796.0,492850.0,3565585.653721049,New England,306796.0,492850.0,19356.0,15600.0,15716.5,23439.285714285714
2021-01-24,Connecticut,usa,321737.0,492850.0,3565585.653721049,New England,321737.0,492850.0,14941.0,0.0,16291.714285714286,23439.285714285714
2021-01-25,Connecticut,usa,331264.0,492850.0,3565585.653721049,New England,331264.0,492850.0,9527.0,0.0,16093.5,23439.285714285714
2021-01-26,Connecticut,usa,342643.0,515675.0,3565585.653721049,New England,342643.0,515675.0,11379.0,22825.0,16159.857142857143,26700.0
2021-01-27,Connecticut,usa,360991.0,543975.0,3565585.653721049,New England,360991.0,543975.0,18348.0,28300.0,16835.85714285714,16228.57142857143
2021-01-28,Connecticut,usa,381160.0,571775.0,3565585.653721049,New England,381160.0,571775.0,20169.0,27800.0,16636.14285714286,19528.571428571428
2021-01-29,Connecticut,usa,403370.0,577625.0,3565585.653721049,New England,403370.0,577625.0,22210.0,5850.0,16561.428571428572,14339.285714285714
2021-01-30,Connecticut,usa,421191.0,578600.0,3565585.653721049,New England,421191.0,578600.0,17821.0,975.0,16342.142857142857,12250.0
2021-01-31,Connecticut,usa,436842.0,578600.0,3565585.653721049,New England,436842.0,578600.0,15651.0,0.0,16443.571428571428,12250.0
2021-02-01,Connecticut,usa,449253.0,578600.0,3565585.653721049,New England,449253.0,578600.0,12411.0,0.0,16855.571428571428,12250.0
2021-02-02,Connecticut,usa,456090.0,574650.0,3565585.653721049,New England,456090.0,574650.0,6837.0,0.0,16206.714285714286,8989.285714285714
2021-02-03,Connecticut,usa,465008.0,608600.0,3565585.653721049,New England,465008.0,608600.0,8918.0,33950.0,14859.57142857143,9796.42857142857
2021-02-04,Connecticut,usa,481826.0,666175.0,3565585.653721049,New England,481826.0,666175.0,16818.0,57575.0,14380.857142857143,14050.0
2021-02-05,Connecticut,usa,502347.0,668125.0,3565585.653721049,New England,502347.0,668125.0,20521.0,1950.0,14139.57142857143,13492.857142857143
2021-02-06,Connecticut,usa,519400.0,740300.0,3565585.653721049,New England,519400.0,740300.0,17053.0,72175.0,14029.857142857143,23664.285714285714
2021-02-07,Connecticut,usa,533941.0,740300.0,3565585.653721049,New England,533941.0,740300.0,14541.0,0.0,13871.285714285714,23664.285714285714
2021-02-08,Connecticut,usa,542414.0,740300.0,3565585.653721049,New England,542414.0,740300.0,8473.0,0.0,13308.714285714286,23664.285714285714
2021-02-09,Connecticut,usa,554322.0,800225.0,3565585.653721049,New England,554322.0,800225.0,11908.0,59925.0,14033.142857142857,32225.0
2021-02-10,Connecticut,usa,574750.0,801325.0,3565585.653721049,New England,574750.0,801325.0,20428.0,1100.0,15677.42857142857,27532.14285714286
2021-02-11,Connecticut,usa,600249.0,812325.0,3565585.653721049,New England,600249.0,812325.0,25499.0,11000.0,16917.571428571428,20878.571428571428
2021-02-12,Connecticut,usa,626678.0,814525.0,3565585.653721049,New England,626678.0,814525.0,26429.0,2200.0,17761.571428571428,20914.285714285714
2021-02-13,Connecticut,usa,654766.0,847200.0,3565585.653721049,New England,654766.0,847200.0,28088.0,32675.0,19338.0,15271.42857142857
