date,location,country,total_vaccinations_raw,total_distributed_raw,pop_est,division
2021-01-12,Alabama,usa,78134.0,377025.0,4903624.505374443,East South Central
2021-01-13,Alabama,usa,84040.0,378975.0,4903624.505374443,East South Central
2021-01-14,Alabama,usa,92300.0,435350.0,4903624.505374443,East South Central
2021-01-15,Alabama,usa,100567.0,444650.0,4903624.505374443,East South Central
2021-01-16,Alabama,usa,,,4903624.505374443,East South Central
2021-01-17,Alabama,usa,,,4903624.505374443,East South Central
2021-01-18,Alabama,usa,,,4903624.505374443,East South Central
2021-01-19,Alabama,usa,130795.0,444650.0,4903624.505374443,East South Central
2021-01-20,Alabama,usa,139200.0,483275.0,4903624.505374443,East South Central
2021-01-21,Alabama,usa,165919.0,493125.0,4903624.505374443,East South Central
2021-01-22,Alabama,usa,199314.0,519525.0,4903624.505374443,East South Central
2021-01-23,Alabama,usa,221540.0,521225.0,4903624.505374443,East South Central
2021-01-24,Alabama,usa,243737.0,521225.0,4903624.505374443,East South Central
2021-01-25,Alabama,usa,250612.0,521225.0,4903624.505374443,East South Central
2021-01-26,Alabama,usa,254959.0,569000.0,4903624.505374443,East South Central
2021-01-27,Alabama,usa,266444.0,634000.0,4903624.505374443,East South Central
2021-01-28,Alabama,usa,278993.0,655275.0,4903624.505374443,East South Central
2021-01-29,Alabama,usa,300915.0,659400.0,4903624.505374443,East South Central
2021-01-30,Alabama,usa,342436.0,659400.0,4903624.505374443,East South Central
2021-01-31,Alabama,usa,353974.0,659400.0,4903624.505374443,East South Central
2021-02-01,Alabama,usa,358280.0,659400.0,4903624.505374443,East South Central
2021-02-02,Alabama,usa,371882.0,680550.0,4903624.505374443,East South Central
2021-02-03,Alabama,usa,388339.0,765150.0,4903624.505374443,East South Central
2021-02-04,Alabama,usa,408428.0,799675.0,4903624.505374443,East South Central
2021-02-05,Alabama,usa,430597.0,799875.0,4903624.505374443,East South Central
2021-02-06,Alabama,usa,455173.0,804100.0,4903624.505374443,East South Central
2021-02-07,Alabama,usa,462332.0,804100.0,4903624.505374443,East South Central
2021-02-08,Alabama,usa,467636.0,804100.0,4903624.505374443,East South Central
2021-02-09,Alabama,usa,490969.0,823600.0,4903624.505374443,East South Central
2021-02-10,Alabama,usa,515802.0,861175.0,4903624.505374443,East South Central
2021-02-11,Alabama,usa,543237.0,911875.0,4903624.505374443,East South Central
2021-02-12,Alabama,usa,571115.0,936200.0,4903624.505374443,East South Central
2021-02-13,Alabama,usa,601159.0,963600.0,4903624.505374443,East South Central
2021-02-14,Alabama,usa,612254.0,965550.0,4903624.505374443,East South Central
2021-02-15,Alabama,usa,,,4903624.505374443,East South Central
2021-02-16,Alabama,usa,636682.0,1015775.0,4903624.505374443,East South Central
2021-02-17,Alabama,usa,650020.0,1032175.0,4903624.505374443,East South Central
2021-02-18,Alabama,usa,672038.0,1032175.0,4903624.505374443,East South Central
2021-02-19,Alabama,usa,739132.0,1077600.0,4903624.505374443,East South Central
2021-02-20,Alabama,usa,776936.0,1078800.0,4903624.505374443,East South Central
2021-02-21,Alabama,usa,788613.0,1082100.0,4903624.505374443,East South Central
2021-02-22,Alabama,usa,793614.0,1082100.0,4903624.505374443,East South Central
2021-02-23,Alabama,usa,815108.0,1084440.0,4903624.505374443,East South Central
2021-02-24,Alabama,usa,839703.0,1138650.0,4903624.505374443,East South Central
2021-02-25,Alabama,usa,864757.0,1170120.0,4903624.505374443,East South Central
2021-02-26,Alabama,usa,893859.0,1380380.0,4903624.505374443,East South Central
2021-02-27,Alabama,usa,931090.0,1402180.0,4903624.505374443,East South Central
2021-02-28,Alabama,usa,942502.0,1402280.0,4903624.505374443,East South Central
2021-03-01,Alabama,usa,948393.0,1402280.0,4903624.505374443,East South Central
2021-03-02,Alabama,usa,972161.0,1461320.0,4903624.505374443,East South Central
2021-03-03,Alabama,usa,1000031.0,1469100.0,4903624.505374443,East South Central
2021-03-04,Alabama,usa,1032171.0,1530470.0,4903624.505374443,East South Central
2021-03-05,Alabama,usa,1064578.0,1556460.0,4903624.505374443,East South Central
2021-03-06,Alabama,usa,1099697.0,1628350.0,4903624.505374443,East South Central
2021-03-07,Alabama,usa,1110132.0,1628350.0,4903624.505374443,East South Central
2021-03-08,Alabama,usa,1116676.0,1628350.0,4903624.505374443,East South Central
2021-03-09,Alabama,usa,1140984.0,1689050.0,4903624.505374443,East South Central
2021-03-10,Alabama,usa,1173820.0,1775660.0,4903624.505374443,East South Central
2021-03-11,Alabama,usa,1209802.0,1816230.0,4903624.505374443,East South Central
2021-03-12,Alabama,usa,1249205.0,1838400.0,4903624.505374443,East South Central
2021-03-13,Alabama,usa,1288242.0,1918560.0,4903624.505374443,East South Central
2021-03-14,Alabama,usa,1298612.0,1918560.0,4903624.505374443,East South Central
2021-03-15,Alabama,usa,1306419.0,1918560.0,4903624.505374443,East South Central
2021-03-16,Alabama,usa,1332298.0,2004160.0,4903624.505374443,East South Central
2021-03-17,Alabama,usa,1363987.0,2080870.0,4903624.505374443,East South Central
2021-03-18,Alabama,usa,1390066.0,2118650.0,4903624.505374443,East South Central
2021-03-19,Alabama,usa,1426696.0,2141210.0,4903624.505374443,East South Central
2021-03-20,Alabama,usa,1460782.0,2177880.0,4903624.505374443,East South Central
2021-03-21,Alabama,usa,1472666.0,2177880.0,4903624.505374443,East South Central
2021-03-22,Alabama,usa,1479271.0,2177880.0,4903624.505374443,East South Central
2021-03-23,Alabama,usa,1509445.0,2275030.0,4903624.505374443,East South Central
2021-03-24,Alabama,usa,1542416.0,2403720.0,4903624.505374443,East South Central
2021-03-25,Alabama,usa,1579091.0,2459980.0,4903624.505374443,East South Central
2021-03-26,Alabama,usa,1611404.0,2497410.0,4903624.505374443,East South Central
2021-03-27,Alabama,usa,1645858.0,2535880.0,4903624.505374443,East South Central
2021-03-28,Alabama,usa,1659102.0,2537050.0,4903624.505374443,East South Central
2021-03-29,Alabama,usa,1666585.0,2537050.0,4903624.505374443,East South Central
2021-03-30,Alabama,usa,1697641.0,2722700.0,4903624.505374443,East South Central
2021-03-31,Alabama,usa,1728736.0,2796630.0,4903624.505374443,East South Central
2021-04-01,Alabama,usa,1771979.0,2839540.0,4903624.505374443,East South Central
2021-04-02,Alabama,usa,1813462.0,2872410.0,4903624.505374443,East South Central
2021-04-03,Alabama,usa,1847243.0,2891780.0,4903624.505374443,East South Central
2021-04-04,Alabama,usa,1858833.0,2892950.0,4903624.505374443,East South Central
2021-04-05,Alabama,usa,1864857.0,2892950.0,4903624.505374443,East South Central
2021-04-06,Alabama,usa,1896920.0,3106870.0,4903624.505374443,East South Central
2021-04-07,Alabama,usa,1935221.0,3149910.0,4903624.505374443,East South Central
2021-04-08,Alabama,usa,1976344.0,3170520.0,4903624.505374443,East South Central
2021-04-09,Alabama,usa,2021334.0,3248260.0,4903624.505374443,East South Central
2021-04-10,Alabama,usa,2065327.0,3278980.0,4903624.505374443,East South Central
2021-04-11,Alabama,usa,2082605.0,3278980.0,4903624.505374443,East South Central
2021-04-12,Alabama,usa,2092489.0,3278980.0,4903624.505374443,East South Central
2021-04-13,Alabama,usa,2127317.0,3358930.0,4903624.505374443,East South Central
2021-04-14,Alabama,usa,2168891.0,3493380.0,4903624.505374443,East South Central
2021-01-12,Alaska,usa,35838.0,141600.0,731531.1813986741,Pacific
2021-01-13,Alaska,usa,38680.0,149475.0,731531.1813986741,Pacific
2021-01-14,Alaska,usa,42596.0,150450.0,731531.1813986741,Pacific
2021-01-15,Alaska,usa,49039.0,150450.0,731531.1813986741,Pacific
2021-01-16,Alaska,usa,,,731531.1813986741,Pacific
2021-01-17,Alaska,usa,,,731531.1813986741,Pacific
2021-01-18,Alaska,usa,,,731531.1813986741,Pacific
2021-01-19,Alaska,usa,66331.0,150450.0,731531.1813986741,Pacific
2021-01-20,Alaska,usa,68293.0,150350.0,731531.1813986741,Pacific
2021-01-21,Alaska,usa,71907.0,154325.0,731531.1813986741,Pacific
2021-01-22,Alaska,usa,81096.0,155500.0,731531.1813986741,Pacific
2021-01-23,Alaska,usa,88344.0,155700.0,731531.1813986741,Pacific
2021-01-24,Alaska,usa,94257.0,155700.0,731531.1813986741,Pacific
2021-01-25,Alaska,usa,97031.0,155700.0,731531.1813986741,Pacific
2021-01-26,Alaska,usa,98149.0,162925.0,731531.1813986741,Pacific
2021-01-27,Alaska,usa,101597.0,170575.0,731531.1813986741,Pacific
2021-01-28,Alaska,usa,105858.0,178075.0,731531.1813986741,Pacific
2021-01-29,Alaska,usa,110396.0,192350.0,731531.1813986741,Pacific
2021-01-30,Alaska,usa,115268.0,193150.0,731531.1813986741,Pacific
2021-01-31,Alaska,usa,119590.0,193150.0,731531.1813986741,Pacific
2021-02-01,Alaska,usa,122020.0,193150.0,731531.1813986741,Pacific
2021-02-02,Alaska,usa,123443.0,196975.0,731531.1813986741,Pacific
2021-02-03,Alaska,usa,125765.0,229975.0,731531.1813986741,Pacific
2021-02-04,Alaska,usa,129936.0,240325.0,731531.1813986741,Pacific
2021-02-05,Alaska,usa,134002.0,245700.0,731531.1813986741,Pacific
2021-02-06,Alaska,usa,139147.0,248500.0,731531.1813986741,Pacific
2021-02-07,Alaska,usa,146082.0,248500.0,731531.1813986741,Pacific
2021-02-08,Alaska,usa,150934.0,248500.0,731531.1813986741,Pacific
2021-02-09,Alaska,usa,152874.0,256900.0,731531.1813986741,Pacific
2021-02-10,Alaska,usa,156255.0,260300.0,731531.1813986741,Pacific
2021-02-11,Alaska,usa,162273.0,270250.0,731531.1813986741,Pacific
2021-02-12,Alaska,usa,167436.0,271350.0,731531.1813986741,Pacific
2021-02-13,Alaska,usa,175138.0,271550.0,731531.1813986741,Pacific
2021-02-14,Alaska,usa,183831.0,271550.0,731531.1813986741,Pacific
2021-02-15,Alaska,usa,,,731531.1813986741,Pacific
2021-02-16,Alaska,usa,191008.0,271550.0,731531.1813986741,Pacific
2021-02-17,Alaska,usa,193617.0,271550.0,731531.1813986741,Pacific
2021-02-18,Alaska,usa,199151.0,271550.0,731531.1813986741,Pacific
2021-02-19,Alaska,usa,216223.0,299935.0,731531.1813986741,Pacific
2021-02-20,Alaska,usa,227403.0,299935.0,731531.1813986741,Pacific
2021-02-21,Alaska,usa,235141.0,299935.0,731531.1813986741,Pacific
2021-02-22,Alaska,usa,238279.0,299935.0,731531.1813986741,Pacific
2021-02-23,Alaska,usa,239927.0,304875.0,731531.1813986741,Pacific
2021-02-24,Alaska,usa,243650.0,315765.0,731531.1813986741,Pacific
2021-02-25,Alaska,usa,249559.0,319265.0,731531.1813986741,Pacific
2021-02-26,Alaska,usa,254334.0,332415.0,731531.1813986741,Pacific
2021-02-27,Alaska,usa,259538.0,342535.0,731531.1813986741,Pacific
2021-02-28,Alaska,usa,264741.0,342535.0,731531.1813986741,Pacific
2021-03-01,Alaska,usa,268406.0,342535.0,731531.1813986741,Pacific
2021-03-02,Alaska,usa,269941.0,372725.0,731531.1813986741,Pacific
2021-03-03,Alaska,usa,273350.0,399225.0,731531.1813986741,Pacific
2021-03-04,Alaska,usa,276891.0,409125.0,731531.1813986741,Pacific
2021-03-05,Alaska,usa,281467.0,421375.0,731531.1813986741,Pacific
2021-03-06,Alaska,usa,288625.0,426715.0,731531.1813986741,Pacific
2021-03-07,Alaska,usa,295046.0,426715.0,731531.1813986741,Pacific
2021-03-08,Alaska,usa,298144.0,426715.0,731531.1813986741,Pacific
2021-03-09,Alaska,usa,302687.0,430685.0,731531.1813986741,Pacific
2021-03-10,Alaska,usa,307769.0,445125.0,731531.1813986741,Pacific
2021-03-11,Alaska,usa,313365.0,462875.0,731531.1813986741,Pacific
2021-03-12,Alaska,usa,318526.0,470325.0,731531.1813986741,Pacific
2021-03-13,Alaska,usa,324271.0,472395.0,731531.1813986741,Pacific
2021-03-14,Alaska,usa,333357.0,472395.0,731531.1813986741,Pacific
2021-03-15,Alaska,usa,337141.0,472395.0,731531.1813986741,Pacific
2021-03-16,Alaska,usa,339647.0,484795.0,731531.1813986741,Pacific
2021-03-17,Alaska,usa,345987.0,499625.0,731531.1813986741,Pacific
2021-03-18,Alaska,usa,351093.0,509025.0,731531.1813986741,Pacific
2021-03-19,Alaska,usa,356055.0,514835.0,731531.1813986741,Pacific
2021-03-20,Alaska,usa,362698.0,520685.0,731531.1813986741,Pacific
2021-03-21,Alaska,usa,372435.0,520685.0,731531.1813986741,Pacific
2021-03-22,Alaska,usa,375590.0,520685.0,731531.1813986741,Pacific
2021-03-23,Alaska,usa,376555.0,529765.0,731531.1813986741,Pacific
2021-03-24,Alaska,usa,379296.0,540815.0,731531.1813986741,Pacific
2021-03-25,Alaska,usa,384503.0,549315.0,731531.1813986741,Pacific
2021-03-26,Alaska,usa,389775.0,568125.0,731531.1813986741,Pacific
2021-03-27,Alaska,usa,395650.0,570465.0,731531.1813986741,Pacific
2021-03-28,Alaska,usa,401502.0,570465.0,731531.1813986741,Pacific
2021-03-29,Alaska,usa,403284.0,570465.0,731531.1813986741,Pacific
2021-03-30,Alaska,usa,404339.0,572905.0,731531.1813986741,Pacific
2021-03-31,Alaska,usa,407233.0,601225.0,731531.1813986741,Pacific
2021-04-01,Alaska,usa,411529.0,615825.0,731531.1813986741,Pacific
2021-04-02,Alaska,usa,415690.0,629315.0,731531.1813986741,Pacific
2021-04-03,Alaska,usa,420238.0,636665.0,731531.1813986741,Pacific
2021-04-04,Alaska,usa,428556.0,636665.0,731531.1813986741,Pacific
2021-04-05,Alaska,usa,431436.0,636665.0,731531.1813986741,Pacific
2021-04-06,Alaska,usa,432690.0,658125.0,731531.1813986741,Pacific
2021-04-07,Alaska,usa,436681.0,684095.0,731531.1813986741,Pacific
2021-04-08,Alaska,usa,443287.0,692995.0,731531.1813986741,Pacific
2021-04-09,Alaska,usa,448337.0,703015.0,731531.1813986741,Pacific
2021-04-10,Alaska,usa,455719.0,706185.0,731531.1813986741,Pacific
2021-04-11,Alaska,usa,461286.0,706185.0,731531.1813986741,Pacific
2021-04-12,Alaska,usa,465250.0,706185.0,731531.1813986741,Pacific
2021-04-13,Alaska,usa,496015.0,717325.0,731531.1813986741,Pacific
2021-04-14,Alaska,usa,499742.0,722835.0,731531.1813986741,Pacific
2021-01-12,Arizona,usa,141355.0,563025.0,7278449.788936173,Mountain
2021-01-13,Arizona,usa,154745.0,569525.0,7278449.788936173,Mountain
2021-01-14,Arizona,usa,173665.0,570625.0,7278449.788936173,Mountain
2021-01-15,Arizona,usa,197086.0,571725.0,7278449.788936173,Mountain
2021-01-16,Arizona,usa,,,7278449.788936173,Mountain
2021-01-17,Arizona,usa,,,7278449.788936173,Mountain
2021-01-18,Arizona,usa,,,7278449.788936173,Mountain
2021-01-19,Arizona,usa,266276.0,571725.0,7278449.788936173,Mountain
2021-01-20,Arizona,usa,281887.0,752250.0,7278449.788936173,Mountain
2021-01-21,Arizona,usa,303899.0,797550.0,7278449.788936173,Mountain
2021-01-22,Arizona,usa,329349.0,822050.0,7278449.788936173,Mountain
2021-01-23,Arizona,usa,360958.0,829500.0,7278449.788936173,Mountain
2021-01-24,Arizona,usa,390623.0,829500.0,7278449.788936173,Mountain
2021-01-25,Arizona,usa,413662.0,829500.0,7278449.788936173,Mountain
2021-01-26,Arizona,usa,430892.0,837200.0,7278449.788936173,Mountain
2021-01-27,Arizona,usa,458258.0,990000.0,7278449.788936173,Mountain
2021-01-28,Arizona,usa,487149.0,1011375.0,7278449.788936173,Mountain
2021-01-29,Arizona,usa,521097.0,1012275.0,7278449.788936173,Mountain
2021-01-30,Arizona,usa,557369.0,1013375.0,7278449.788936173,Mountain
2021-01-31,Arizona,usa,594104.0,1013375.0,7278449.788936173,Mountain
2021-02-01,Arizona,usa,620608.0,1013375.0,7278449.788936173,Mountain
2021-02-02,Arizona,usa,631662.0,1082050.0,7278449.788936173,Mountain
2021-02-03,Arizona,usa,656040.0,1181000.0,7278449.788936173,Mountain
2021-02-04,Arizona,usa,686116.0,1185700.0,7278449.788936173,Mountain
2021-02-05,Arizona,usa,719458.0,1186000.0,7278449.788936173,Mountain
2021-02-06,Arizona,usa,766788.0,1186000.0,7278449.788936173,Mountain
2021-02-07,Arizona,usa,809230.0,1186000.0,7278449.788936173,Mountain
2021-02-08,Arizona,usa,841018.0,1186000.0,7278449.788936173,Mountain
2021-02-09,Arizona,usa,863807.0,1265950.0,7278449.788936173,Mountain
2021-02-10,Arizona,usa,897757.0,1370175.0,7278449.788936173,Mountain
2021-02-11,Arizona,usa,941575.0,1391475.0,7278449.788936173,Mountain
2021-02-12,Arizona,usa,990296.0,1393475.0,7278449.788936173,Mountain
2021-02-13,Arizona,usa,1041021.0,1393475.0,7278449.788936173,Mountain
2021-02-14,Arizona,usa,1089155.0,1393575.0,7278449.788936173,Mountain
2021-02-15,Arizona,usa,,,7278449.788936173,Mountain
2021-02-16,Arizona,usa,1154583.0,1396475.0,7278449.788936173,Mountain
2021-02-17,Arizona,usa,1164900.0,1396475.0,7278449.788936173,Mountain
2021-02-18,Arizona,usa,1202770.0,1396475.0,7278449.788936173,Mountain
2021-02-19,Arizona,usa,1376405.0,1679175.0,7278449.788936173,Mountain
2021-02-20,Arizona,usa,1425295.0,1688255.0,7278449.788936173,Mountain
2021-02-21,Arizona,usa,1469676.0,1688255.0,7278449.788936173,Mountain
2021-02-22,Arizona,usa,1506572.0,1688255.0,7278449.788936173,Mountain
2021-02-23,Arizona,usa,1525794.0,1755635.0,7278449.788936173,Mountain
2021-02-24,Arizona,usa,1555942.0,1977925.0,7278449.788936173,Mountain
2021-02-25,Arizona,usa,1607544.0,2064265.0,7278449.788936173,Mountain
2021-02-26,Arizona,usa,1671294.0,2143135.0,7278449.788936173,Mountain
2021-02-27,Arizona,usa,1728239.0,2148015.0,7278449.788936173,Mountain
2021-02-28,Arizona,usa,1792447.0,2148015.0,7278449.788936173,Mountain
2021-03-01,Arizona,usa,1849259.0,2148015.0,7278449.788936173,Mountain
2021-03-02,Arizona,usa,1889742.0,2244885.0,7278449.788936173,Mountain
2021-03-03,Arizona,usa,1930999.0,2392275.0,7278449.788936173,Mountain
2021-03-04,Arizona,usa,1979929.0,2453985.0,7278449.788936173,Mountain
2021-03-05,Arizona,usa,2038623.0,2598435.0,7278449.788936173,Mountain
2021-03-06,Arizona,usa,2043739.0,2623735.0,7278449.788936173,Mountain
2021-03-07,Arizona,usa,2162602.0,2623735.0,7278449.788936173,Mountain
2021-03-08,Arizona,usa,2215219.0,2623735.0,7278449.788936173,Mountain
2021-03-09,Arizona,usa,2245854.0,2638855.0,7278449.788936173,Mountain
2021-03-10,Arizona,usa,2293559.0,2887485.0,7278449.788936173,Mountain
2021-03-11,Arizona,usa,2350374.0,2909125.0,7278449.788936173,Mountain
2021-03-12,Arizona,usa,2418267.0,3000645.0,7278449.788936173,Mountain
2021-03-13,Arizona,usa,2484603.0,3024585.0,7278449.788936173,Mountain
2021-03-14,Arizona,usa,2557630.0,3024585.0,7278449.788936173,Mountain
2021-03-15,Arizona,usa,2605621.0,3024585.0,7278449.788936173,Mountain
2021-03-16,Arizona,usa,2655283.0,3137385.0,7278449.788936173,Mountain
2021-03-17,Arizona,usa,2697523.0,3299085.0,7278449.788936173,Mountain
2021-03-18,Arizona,usa,2755436.0,3325025.0,7278449.788936173,Mountain
2021-03-19,Arizona,usa,2760907.0,3444465.0,7278449.788936173,Mountain
2021-03-20,Arizona,usa,2825939.0,3461245.0,7278449.788936173,Mountain
2021-03-21,Arizona,usa,2893024.0,3461245.0,7278449.788936173,Mountain
2021-03-22,Arizona,usa,2942907.0,3461245.0,7278449.788936173,Mountain
2021-03-23,Arizona,usa,2970577.0,3584605.0,7278449.788936173,Mountain
2021-03-24,Arizona,usa,3010048.0,3734465.0,7278449.788936173,Mountain
2021-03-25,Arizona,usa,3106598.0,3797605.0,7278449.788936173,Mountain
2021-03-26,Arizona,usa,3169061.0,3940655.0,7278449.788936173,Mountain
2021-03-27,Arizona,usa,3239538.0,3970345.0,7278449.788936173,Mountain
2021-03-28,Arizona,usa,3308671.0,3970345.0,7278449.788936173,Mountain
2021-03-29,Arizona,usa,3363062.0,3970345.0,7278449.788936173,Mountain
2021-03-30,Arizona,usa,3399399.0,4153635.0,7278449.788936173,Mountain
2021-03-31,Arizona,usa,3451567.0,4304045.0,7278449.788936173,Mountain
2021-04-01,Arizona,usa,3512579.0,4365955.0,7278449.788936173,Mountain
2021-04-02,Arizona,usa,3581448.0,4518235.0,7278449.788936173,Mountain
2021-04-03,Arizona,usa,3653578.0,4538885.0,7278449.788936173,Mountain
2021-04-04,Arizona,usa,3720230.0,4538885.0,7278449.788936173,Mountain
2021-04-05,Arizona,usa,3772436.0,4538885.0,7278449.788936173,Mountain
2021-04-06,Arizona,usa,3809075.0,4762745.0,7278449.788936173,Mountain
2021-04-07,Arizona,usa,3855073.0,4911345.0,7278449.788936173,Mountain
2021-04-08,Arizona,usa,3901177.0,4958025.0,7278449.788936173,Mountain
2021-04-09,Arizona,usa,3975606.0,5127405.0,7278449.788936173,Mountain
2021-04-10,Arizona,usa,4054007.0,5161045.0,7278449.788936173,Mountain
2021-04-11,Arizona,usa,4125010.0,5161045.0,7278449.788936173,Mountain
2021-04-12,Arizona,usa,4168939.0,5161045.0,7278449.788936173,Mountain
2021-04-13,Arizona,usa,4203995.0,5292185.0,7278449.788936173,Mountain
2021-04-14,Arizona,usa,4250790.0,5444665.0,7278449.788936173,Mountain
2021-01-12,Arkansas,usa,40879.0,274400.0,3017932.932470563,West South Central
2021-01-13,Arkansas,usa,94854.0,297800.0,3017932.932470563,West South Central
2021-01-14,Arkansas,usa,108316.0,297800.0,3017932.932470563,West South Central
2021-01-15,Arkansas,usa,118338.0,297800.0,3017932.932470563,West South Central
2021-01-16,Arkansas,usa,,,3017932.932470563,West South Central
2021-01-17,Arkansas,usa,,,3017932.932470563,West South Central
2021-01-18,Arkansas,usa,,,3017932.932470563,West South Central
2021-01-19,Arkansas,usa,142337.0,297800.0,3017932.932470563,West South Central
2021-01-20,Arkansas,usa,173312.0,334825.0,3017932.932470563,West South Central
2021-01-21,Arkansas,usa,173312.0,361550.0,3017932.932470563,West South Central
2021-01-22,Arkansas,usa,201676.0,362050.0,3017932.932470563,West South Central
2021-01-23,Arkansas,usa,201676.0,368650.0,3017932.932470563,West South Central
2021-01-24,Arkansas,usa,214240.0,368650.0,3017932.932470563,West South Central
2021-01-25,Arkansas,usa,221095.0,368650.0,3017932.932470563,West South Central
2021-01-26,Arkansas,usa,236290.0,394775.0,3017932.932470563,West South Central
2021-01-27,Arkansas,usa,252824.0,406175.0,3017932.932470563,West South Central
2021-01-28,Arkansas,usa,252824.0,453300.0,3017932.932470563,West South Central
2021-01-29,Arkansas,usa,269993.0,453500.0,3017932.932470563,West South Central
2021-01-30,Arkansas,usa,288651.0,453700.0,3017932.932470563,West South Central
2021-01-31,Arkansas,usa,303793.0,453700.0,3017932.932470563,West South Central
2021-02-01,Arkansas,usa,311230.0,453700.0,3017932.932470563,West South Central
2021-02-02,Arkansas,usa,314470.0,467800.0,3017932.932470563,West South Central
2021-02-03,Arkansas,usa,322447.0,499325.0,3017932.932470563,West South Central
2021-02-04,Arkansas,usa,338227.0,516925.0,3017932.932470563,West South Central
2021-02-05,Arkansas,usa,351175.0,535550.0,3017932.932470563,West South Central
2021-02-06,Arkansas,usa,374674.0,540050.0,3017932.932470563,West South Central
2021-02-07,Arkansas,usa,393445.0,540050.0,3017932.932470563,West South Central
2021-02-08,Arkansas,usa,401664.0,540050.0,3017932.932470563,West South Central
2021-02-09,Arkansas,usa,404127.0,580775.0,3017932.932470563,West South Central
2021-02-10,Arkansas,usa,418054.0,581875.0,3017932.932470563,West South Central
2021-02-11,Arkansas,usa,430803.0,593775.0,3017932.932470563,West South Central
2021-02-12,Arkansas,usa,447146.0,629900.0,3017932.932470563,West South Central
2021-02-13,Arkansas,usa,457386.0,630700.0,3017932.932470563,West South Central
2021-02-14,Arkansas,usa,472536.0,630700.0,3017932.932470563,West South Central
2021-02-15,Arkansas,usa,,,3017932.932470563,West South Central
2021-02-16,Arkansas,usa,483438.0,631675.0,3017932.932470563,West South Central
2021-02-17,Arkansas,usa,486949.0,649225.0,3017932.932470563,West South Central
2021-02-18,Arkansas,usa,490737.0,664225.0,3017932.932470563,West South Central
2021-02-19,Arkansas,usa,517271.0,691525.0,3017932.932470563,West South Central
2021-02-20,Arkansas,usa,520904.0,691525.0,3017932.932470563,West South Central
2021-02-21,Arkansas,usa,528467.0,691525.0,3017932.932470563,West South Central
2021-02-22,Arkansas,usa,535413.0,691525.0,3017932.932470563,West South Central
2021-02-23,Arkansas,usa,540192.0,794230.0,3017932.932470563,West South Central
2021-02-24,Arkansas,usa,554466.0,816730.0,3017932.932470563,West South Central
2021-02-25,Arkansas,usa,572553.0,826130.0,3017932.932470563,West South Central
2021-02-26,Arkansas,usa,597990.0,861230.0,3017932.932470563,West South Central
2021-02-27,Arkansas,usa,622665.0,892660.0,3017932.932470563,West South Central
2021-02-28,Arkansas,usa,649311.0,892660.0,3017932.932470563,West South Central
2021-03-01,Arkansas,usa,661572.0,892660.0,3017932.932470563,West South Central
2021-03-02,Arkansas,usa,670815.0,963040.0,3017932.932470563,West South Central
2021-03-03,Arkansas,usa,687433.0,964840.0,3017932.932470563,West South Central
2021-03-04,Arkansas,usa,704368.0,990640.0,3017932.932470563,West South Central
2021-03-05,Arkansas,usa,723756.0,1064920.0,3017932.932470563,West South Central
2021-03-06,Arkansas,usa,744139.0,1088150.0,3017932.932470563,West South Central
2021-03-07,Arkansas,usa,765260.0,1088150.0,3017932.932470563,West South Central
2021-03-08,Arkansas,usa,773357.0,1088150.0,3017932.932470563,West South Central
2021-03-09,Arkansas,usa,782750.0,1158630.0,3017932.932470563,West South Central
2021-03-10,Arkansas,usa,799184.0,1162330.0,3017932.932470563,West South Central
2021-03-11,Arkansas,usa,800091.0,1209300.0,3017932.932470563,West South Central
2021-03-12,Arkansas,usa,836608.0,1222370.0,3017932.932470563,West South Central
2021-03-13,Arkansas,usa,882630.0,1251620.0,3017932.932470563,West South Central
2021-03-14,Arkansas,usa,882630.0,1251620.0,3017932.932470563,West South Central
2021-03-15,Arkansas,usa,892588.0,1251620.0,3017932.932470563,West South Central
2021-03-16,Arkansas,usa,897059.0,1332600.0,3017932.932470563,West South Central
2021-03-17,Arkansas,usa,912660.0,1336570.0,3017932.932470563,West South Central
2021-03-18,Arkansas,usa,929862.0,1359410.0,3017932.932470563,West South Central
2021-03-19,Arkansas,usa,952919.0,1407320.0,3017932.932470563,West South Central
2021-03-20,Arkansas,usa,974973.0,1466950.0,3017932.932470563,West South Central
2021-03-21,Arkansas,usa,999488.0,1466950.0,3017932.932470563,West South Central
2021-03-22,Arkansas,usa,1008575.0,1466950.0,3017932.932470563,West South Central
2021-03-23,Arkansas,usa,1012415.0,1535620.0,3017932.932470563,West South Central
2021-03-24,Arkansas,usa,1032499.0,1537720.0,3017932.932470563,West South Central
2021-03-25,Arkansas,usa,1056307.0,1576060.0,3017932.932470563,West South Central
2021-03-26,Arkansas,usa,1086176.0,1608210.0,3017932.932470563,West South Central
2021-03-27,Arkansas,usa,1114449.0,1662850.0,3017932.932470563,West South Central
2021-03-28,Arkansas,usa,1143893.0,1662850.0,3017932.932470563,West South Central
2021-03-29,Arkansas,usa,1153739.0,1662850.0,3017932.932470563,West South Central
2021-03-30,Arkansas,usa,1159108.0,1744560.0,3017932.932470563,West South Central
2021-03-31,Arkansas,usa,1183295.0,1763540.0,3017932.932470563,West South Central
2021-04-01,Arkansas,usa,1209965.0,1814280.0,3017932.932470563,West South Central
2021-04-02,Arkansas,usa,1244076.0,1838220.0,3017932.932470563,West South Central
2021-04-03,Arkansas,usa,1305535.0,1908100.0,3017932.932470563,West South Central
