date,location,country,total_vaccinations_raw,total_distributed_raw,pop_est,division,daily_vaccinations_raw,daily_distributed_raw,daily_vaccinations_rolling,daily_distributed_rolling
2021-01-12,Alabama,usa,78134.0,377025.0,4903608.903880713,East South Central,,,,
2021-01-13,Alabama,usa,84040.0,378975.0,4903608.903880713,East South Central,5906.0,1950.0,5906.0,1950.0
2021-01-14,Alabama,usa,92300.0,435350.0,4903608.903880713,East South Central,8260.0,56375.0,7083.0,29162.5
2021-01-15,Alabama,usa,100567.0,444650.0,4903608.903880713,East South Central,8267.0,9300.0,7477.666666666667,22541.666666666668
2021-01-16,Alabama,usa,,,4903608.903880713,East South Central,,,7477.666666666667,22541.666666666668
2021-01-17,Alabama,usa,,,4903608.903880713,East South Central,,,7477.666666666667,22541.666666666668
2021-01-18,Alabama,usa,,,4903608.903880713,East South Central,,,7477.666666666667,22541.666666666668
2021-01-19,Alabama,usa,130795.0,444650.0,4903608.903880713,East South Central,,,7477.666666666667,22541.666666666668
2021-01-20,Alabama,usa,139200.0,483275.0,4903608.903880713,East South Central,8405.0,38625.0,8310.666666666666,34766.666666666664
2021-01-21,Alabama,usa,165919.0,493125.0,4903608.903880713,East South Central,26719.0,9850.0,14463.666666666666,19258.333333333332
2021-01-22,Alabama,usa,199314.0,519525.0,4903608.903880713,East South Central,33395.0,26400.0,22839.666666666668,24958.333333333332
2021-01-23,Alabama,usa,221540.0,521225.0,4903608.903880713,East South Central,22226.0,1700.0,22686.25,19143.75
2021-01-24,Alabama,usa,243737.0,521225.0,4903608.903880713,East South Central,22197.0,0.0,22588.4,15315.0
2021-01-25,Alabama,usa,250612.0,521225.0,4903608.903880713,East South Central,6875.0,0.0,19969.5,12762.5
2021-01-26,Alabama,usa,254959.0,569000.0,4903608.903880713,East South Central,4347.0,47775.0,17737.714285714286,17764.285714285714
2021-01-27,Alabama,usa,266444.0,634000.0,4903608.903880713,East South Central,11485.0,65000.0,18177.714285714286,21532.14285714286
2021-01-28,Alabama,usa,278993.0,655275.0,4903608.903880713,East South Central,12549.0,21275.0,16153.42857142857,23164.285714285714
2021-01-29,Alabama,usa,300915.0,659400.0,4903608.903880713,East South Central,21922.0,4125.0,14514.42857142857,19982.14285714286
2021-01-30,Alabama,usa,342436.0,659400.0,4903608.903880713,East South Central,41521.0,0.0,17270.85714285714,19739.285714285714
2021-01-31,Alabama,usa,353974.0,659400.0,4903608.903880713,East South Central,11538.0,0.0,15748.142857142857,19739.285714285714
2021-02-01,Alabama,usa,358280.0,659400.0,4903608.903880713,East South Central,4306.0,0.0,15381.142857142857,19739.285714285714
2021-02-02,Alabama,usa,371882.0,680550.0,4903608.903880713,East South Central,13602.0,21150.0,16703.285714285714,15935.714285714286
2021-02-03,Alabama,usa,388339.0,765150.0,4903608.903880713,East South Central,16457.0,84600.0,17413.571428571428,18735.714285714286
2021-02-04,Alabama,usa,408428.0,799675.0,4903608.903880713,East South Central,20089.0,34525.0,18490.714285714286,20628.571428571428
2021-02-05,Alabama,usa,430597.0,799875.0,4903608.903880713,East South Central,22169.0,200.0,18526.0,20067.85714285714
2021-02-06,Alabama,usa,455173.0,804100.0,4903608.903880713,East South Central,24576.0,4225.0,16105.285714285714,20671.428571428572
2021-02-07,Alabama,usa,462332.0,804100.0,4903608.903880713,East South Central,7159.0,0.0,15479.714285714286,20671.428571428572
2021-02-08,Alabama,usa,467636.0,804100.0,4903608.903880713,East South Central,5304.0,0.0,15622.285714285714,20671.428571428572
2021-02-09,Alabama,usa,490969.0,823600.0,4903608.903880713,East South Central,23333.0,19500.0,17012.428571428572,20435.714285714286
2021-02-10,Alabama,usa,515802.0,861175.0,4903608.903880713,East South Central,24833.0,37575.0,18209.0,13717.857142857143
2021-02-11,Alabama,usa,543237.0,911875.0,4903608.903880713,East South Central,27435.0,50700.0,19258.428571428572,16028.57142857143
2021-02-12,Alabama,usa,571115.0,936200.0,4903608.903880713,East South Central,27878.0,24325.0,20074.0,19475.0
2021-02-13,Alabama,usa,601159.0,963600.0,4903608.903880713,East South Central,30044.0,27400.0,20855.14285714286,22785.714285714286
2021-02-14,Alabama,usa,612254.0,965550.0,4903608.903880713,East South Central,11095.0,1950.0,21417.428571428572,23064.285714285714
2021-02-15,Alabama,usa,,,4903608.903880713,East South Central,,,24103.0,26908.333333333332
2021-02-16,Alabama,usa,636682.0,1015775.0,4903608.903880713,East South Central,,,24257.0,28390.0
2021-02-17,Alabama,usa,650020.0,1032175.0,4903608.903880713,East South Central,13338.0,16400.0,21958.0,24155.0
2021-02-18,Alabama,usa,672038.0,1032175.0,4903608.903880713,East South Central,22018.0,0.0,20874.6,14015.0
2021-02-19,Alabama,usa,739132.0,1077600.0,4903608.903880713,East South Central,67094.0,45425.0,28717.8,18235.0
2021-02-20,Alabama,usa,776936.0,1078800.0,4903608.903880713,East South Central,37804.0,1200.0,30269.8,12995.0
2021-02-21,Alabama,usa,788613.0,1082100.0,4903608.903880713,East South Central,11677.0,3300.0,30386.2,13265.0
2021-02-22,Alabama,usa,793614.0,1082100.0,4903608.903880713,East South Central,5001.0,0.0,26155.333333333332,11054.166666666666
2021-02-23,Alabama,usa,815108.0,1084440.0,4903608.903880713,East South Central,21494.0,2340.0,25489.428571428572,9809.285714285714
2021-02-24,Alabama,usa,839703.0,1138650.0,4903608.903880713,East South Central,24595.0,54210.0,27097.571428571428,15210.714285714286
2021-02-25,Alabama,usa,864757.0,1170120.0,4903608.903880713,East South Central,25054.0,31470.0,27531.285714285714,19706.428571428572
2021-02-26,Alabama,usa,893859.0,1380380.0,4903608.903880713,East South Central,29102.0,210260.0,22103.85714285714,43254.28571428572
2021-02-27,Alabama,usa,931090.0,1402180.0,4903608.903880713,East South Central,37231.0,21800.0,22022.0,46197.142857142855
2021-02-28,Alabama,usa,942502.0,1402280.0,4903608.903880713,East South Central,11412.0,100.0,21984.14285714286,45740.0
2021-03-01,Alabama,usa,948393.0,1402280.0,4903608.903880713,East South Central,5891.0,0.0,22111.285714285714,45740.0
2021-03-02,Alabama,usa,972161.0,1461320.0,4903608.903880713,East South Central,23768.0,59040.0,22436.14285714286,53840.0
2021-03-03,Alabama,usa,1000031.0,1469100.0,4903608.903880713,East South Central,27870.0,7780.0,22904.0,47207.142857142855
2021-03-04,Alabama,usa,1032171.0,1530470.0,4903608.903880713,East South Central,32140.0,61370.0,23916.285714285714,51478.57142857143
2021-03-05,Alabama,usa,1064578.0,1556460.0,4903608.903880713,East South Central,32407.0,25990.0,24388.428571428572,25154.285714285714
2021-03-06,Alabama,usa,1099697.0,1628350.0,4903608.903880713,East South Central,35119.0,71890.0,24086.714285714286,32310.0
2021-03-07,Alabama,usa,1110132.0,1628350.0,4903608.903880713,East South Central,10435.0,0.0,23947.14285714286,32295.714285714286
2021-03-08,Alabama,usa,1116676.0,1628350.0,4903608.903880713,East South Central,6544.0,0.0,24040.428571428572,32295.714285714286
2021-03-09,Alabama,usa,1140984.0,1689050.0,4903608.903880713,East South Central,24308.0,60700.0,24117.571428571428,32532.85714285714
2021-03-10,Alabama,usa,1173820.0,1775660.0,4903608.903880713,East South Central,32836.0,86610.0,24827.0,43794.28571428572
2021-03-11,Alabama,usa,1209802.0,1816230.0,4903608.903880713,East South Central,35982.0,40570.0,25375.85714285714,40822.857142857145
2021-03-12,Alabama,usa,1249205.0,1838400.0,4903608.903880713,East South Central,39403.0,22170.0,26375.285714285714,40277.142857142855
2021-03-13,Alabama,usa,1288242.0,1918560.0,4903608.903880713,East South Central,39037.0,80160.0,26935.0,41458.57142857143
2021-03-14,Alabama,usa,1298612.0,1918560.0,4903608.903880713,East South Central,10370.0,0.0,26925.714285714286,41458.57142857143
2021-03-15,Alabama,usa,1306419.0,1918560.0,4903608.903880713,East South Central,7807.0,0.0,27106.14285714286,41458.57142857143
2021-03-16,Alabama,usa,1332298.0,2004160.0,4903608.903880713,East South Central,25879.0,85600.0,27330.571428571428,45015.71428571428
2021-03-17,Alabama,usa,1363987.0,2080870.0,4903608.903880713,East South Central,31689.0,76710.0,27166.714285714286,43601.42857142857
2021-03-18,Alabama,usa,1390066.0,2118650.0,4903608.903880713,East South Central,26079.0,37780.0,25752.0,43202.857142857145
2021-03-19,Alabama,usa,1426696.0,2141210.0,4903608.903880713,East South Central,36630.0,22560.0,25355.85714285714,43258.57142857143
2021-03-20,Alabama,usa,1460782.0,2177880.0,4903608.903880713,East South Central,34086.0,36670.0,24648.571428571428,37045.71428571428
2021-03-21,Alabama,usa,1472666.0,2177880.0,4903608.903880713,East South Central,11884.0,0.0,24864.85714285714,37045.71428571428
2021-03-22,Alabama,usa,1479271.0,2177880.0,4903608.903880713,East South Central,6605.0,0.0,24693.14285714286,37045.71428571428
2021-03-23,Alabama,usa,1509445.0,2275030.0,4903608.903880713,East South Central,30174.0,97150.0,25306.714285714286,38695.71428571428
2021-03-24,Alabama,usa,1542416.0,2403720.0,4903608.903880713,East South Central,32971.0,128690.0,25489.85714285714,46121.42857142857
2021-03-25,Alabama,usa,1579091.0,2459980.0,4903608.903880713,East South Central,36675.0,56260.0,27003.571428571428,48761.42857142857
2021-03-26,Alabama,usa,1611404.0,2497410.0,4903608.903880713,East South Central,32313.0,37430.0,26386.85714285714,50885.71428571428
2021-03-27,Alabama,usa,1645858.0,2535880.0,4903608.903880713,East South Central,34454.0,38470.0,26439.428571428572,51142.857142857145
2021-03-28,Alabama,usa,1659102.0,2537050.0,4903608.903880713,East South Central,13244.0,1170.0,26633.714285714286,51310.0
2021-03-29,Alabama,usa,1666585.0,2537050.0,4903608.903880713,East South Central,7483.0,0.0,26759.14285714286,51310.0
2021-03-30,Alabama,usa,1697641.0,2722700.0,4903608.903880713,East South Central,31056.0,185650.0,26885.14285714286,63952.857142857145
2021-03-31,Alabama,usa,1728736.0,2796630.0,4903608.903880713,East South Central,31095.0,73930.0,26617.14285714286,56130.0
2021-04-01,Alabama,usa,1771979.0,2839540.0,4903608.903880713,East South Central,43243.0,42910.0,27555.428571428572,54222.857142857145
2021-04-02,Alabama,usa,1813462.0,2872410.0,4903608.903880713,East South Central,41483.0,32870.0,28865.428571428572,53571.42857142857
2021-04-03,Alabama,usa,1847243.0,2891780.0,4903608.903880713,East South Central,33781.0,19370.0,28769.285714285714,50842.857142857145
2021-04-04,Alabama,usa,1858833.0,2892950.0,4903608.903880713,East South Central,11590.0,1170.0,28533.0,50842.857142857145
2021-04-05,Alabama,usa,1864857.0,2892950.0,4903608.903880713,East South Central,6024.0,0.0,28324.571428571428,50842.857142857145
2021-04-06,Alabama,usa,1896920.0,3106870.0,4903608.903880713,East South Central,32063.0,213920.0,28468.428571428572,54881.42857142857
2021-04-07,Alabama,usa,1935221.0,3149910.0,4903608.903880713,East South Central,38301.0,43040.0,29497.85714285714,50468.57142857143
2021-04-08,Alabama,usa,1976344.0,3170520.0,4903608.903880713,East South Central,41123.0,20610.0,29195.0,47282.857142857145
2021-04-09,Alabama,usa,2021334.0,3248260.0,4903608.903880713,East South Central,44990.0,77740.0,29696.0,53692.857142857145
2021-04-10,Alabama,usa,2065327.0,3278980.0,4903608.903880713,East South Central,43993.0,30720.0,31154.85714285714,55314.28571428572
2021-04-11,Alabama,usa,2082605.0,3278980.0,4903608.903880713,East South Central,17278.0,0.0,31967.428571428572,55147.142857142855
2021-04-12,Alabama,usa,2092489.0,3278980.0,4903608.903880713,East South Central,9884.0,0.0,32518.85714285714,55147.142857142855
2021-04-13,Alabama,usa,2127317.0,3358930.0,4903608.903880713,East South Central,34828.0,79950.0,32913.857142857145,36008.57142857143
2021-04-14,Alabama,usa,2168891.0,3493380.0,4903608.903880713,East South Central,41574.0,134450.0,33381.42857142857,49067.142857142855
2021-04-15,Alabama,usa,2207392.0,3516420.0,4903608.903880713,East South Central,38501.0,23040.0,33006.857142857145,49414.28571428572
2021-04-16,Alabama,usa,2245574.0,3531670.0,4903608.903880713,East South Central,38182.0,15250.0,32034.285714285714,40487.142857142855
2021-04-17,Alabama,usa,2280686.0,3664640.0,4903608.903880713,East South Central,35112.0,132970.0,30765.571428571428,55094.28571428572
2021-04-18,Alabama,usa,2292276.0,3664740.0,4903608.903880713,East South Central,11590.0,100.0,29953.0,55108.57142857143
2021-01-12,Alaska,usa,35838.0,141600.0,731532.6345801661,Pacific,,,,
2021-01-13,Alaska,usa,38680.0,149475.0,731532.6345801661,Pacific,2842.0,7875.0,2842.0,7875.0
2021-01-14,Alaska,usa,42596.0,150450.0,731532.6345801661,Pacific,3916.0,975.0,3379.0,4425.0
2021-01-15,Alaska,usa,49039.0,150450.0,731532.6345801661,Pacific,6443.0,0.0,4400.333333333333,2950.0
2021-01-16,Alaska,usa,,,731532.6345801661,Pacific,,,4400.333333333333,2950.0
2021-01-17,Alaska,usa,,,731532.6345801661,Pacific,,,4400.333333333333,2950.0
2021-01-18,Alaska,usa,,,731532.6345801661,Pacific,,,4400.333333333333,2950.0
2021-01-19,Alaska,usa,66331.0,150450.0,731532.6345801661,Pacific,,,4400.333333333333,2950.0
2021-01-20,Alaska,usa,68293.0,150350.0,731532.6345801661,Pacific,1962.0,0.0,4107.0,325.0
2021-01-21,Alaska,usa,71907.0,154325.0,731532.6345801661,Pacific,3614.0,3975.0,4006.3333333333335,1325.0
2021-01-22,Alaska,usa,81096.0,155500.0,731532.6345801661,Pacific,9189.0,1175.0,4921.666666666667,1716.6666666666667
2021-01-23,Alaska,usa,88344.0,155700.0,731532.6345801661,Pacific,7248.0,200.0,5503.25,1337.5
2021-01-24,Alaska,usa,94257.0,155700.0,731532.6345801661,Pacific,5913.0,0.0,5585.2,1070.0
2021-01-25,Alaska,usa,97031.0,155700.0,731532.6345801661,Pacific,2774.0,0.0,5116.666666666667,891.6666666666666
2021-01-26,Alaska,usa,98149.0,162925.0,731532.6345801661,Pacific,1118.0,7225.0,4545.428571428572,1796.4285714285713
2021-01-27,Alaska,usa,101597.0,170575.0,731532.6345801661,Pacific,3448.0,7650.0,4757.714285714285,2889.285714285714
2021-01-28,Alaska,usa,105858.0,178075.0,731532.6345801661,Pacific,4261.0,7500.0,4850.142857142857,3392.8571428571427
2021-01-29,Alaska,usa,110396.0,192350.0,731532.6345801661,Pacific,4538.0,14275.0,4185.714285714285,5264.285714285715
2021-01-30,Alaska,usa,115268.0,193150.0,731532.6345801661,Pacific,4872.0,800.0,3846.285714285714,5350.0
2021-01-31,Alaska,usa,119590.0,193150.0,731532.6345801661,Pacific,4322.0,0.0,3619.0,5350.0
2021-02-01,Alaska,usa,122020.0,193150.0,731532.6345801661,Pacific,2430.0,0.0,3569.8571428571427,5350.0
2021-02-02,Alaska,usa,123443.0,196975.0,731532.6345801661,Pacific,1423.0,3825.0,3613.4285714285716,4864.285714285715
2021-02-03,Alaska,usa,125765.0,229975.0,731532.6345801661,Pacific,2322.0,33000.0,3452.5714285714284,8485.714285714286
2021-02-04,Alaska,usa,129936.0,240325.0,731532.6345801661,Pacific,4171.0,10350.0,3439.714285714286,8892.857142857143
2021-02-05,Alaska,usa,134002.0,245700.0,731532.6345801661,Pacific,4066.0,5375.0,3372.285714285714,7621.428571428572
2021-02-06,Alaska,usa,139147.0,248500.0,731532.6345801661,Pacific,5145.0,2800.0,3411.285714285714,7907.142857142857
2021-02-07,Alaska,usa,146082.0,248500.0,731532.6345801661,Pacific,6935.0,0.0,3784.5714285714284,7907.142857142857
2021-02-08,Alaska,usa,150934.0,248500.0,731532.6345801661,Pacific,4852.0,0.0,4130.571428571428,7907.142857142857
2021-02-09,Alaska,usa,152874.0,256900.0,731532.6345801661,Pacific,1940.0,8400.0,4204.428571428572,8560.714285714286
2021-02-10,Alaska,usa,156255.0,260300.0,731532.6345801661,Pacific,3381.0,3400.0,4355.714285714285,4332.142857142857
2021-02-11,Alaska,usa,162273.0,270250.0,731532.6345801661,Pacific,6018.0,9950.0,4619.571428571428,4275.0
2021-02-12,Alaska,usa,167436.0,271350.0,731532.6345801661,Pacific,5163.0,1100.0,4776.285714285715,3664.285714285714
2021-02-13,Alaska,usa,175138.0,271550.0,731532.6345801661,Pacific,7702.0,200.0,5141.571428571428,3292.8571428571427
2021-02-14,Alaska,usa,183831.0,271550.0,731532.6345801661,Pacific,8693.0,0.0,5392.714285714285,3292.8571428571427
2021-02-15,Alaska,usa,,,731532.6345801661,Pacific,,,5482.833333333333,3841.6666666666665
2021-02-16,Alaska,usa,191008.0,271550.0,731532.6345801661,Pacific,,,6191.4,2930.0
2021-02-17,Alaska,usa,193617.0,271550.0,731532.6345801661,Pacific,2609.0,0.0,6037.0,2250.0
2021-02-18,Alaska,usa,199151.0,271550.0,731532.6345801661,Pacific,5534.0,0.0,5940.2,260.0
2021-02-19,Alaska,usa,216223.0,299935.0,731532.6345801661,Pacific,17072.0,28385.0,8322.0,5717.0
2021-02-20,Alaska,usa,227403.0,299935.0,731532.6345801661,Pacific,11180.0,0.0,9017.6,5677.0
2021-02-21,Alaska,usa,235141.0,299935.0,731532.6345801661,Pacific,7738.0,0.0,8826.6,5677.0
2021-02-22,Alaska,usa,238279.0,299935.0,731532.6345801661,Pacific,3138.0,0.0,7878.5,4730.833333333333
2021-02-23,Alaska,usa,239927.0,304875.0,731532.6345801661,Pacific,1648.0,4940.0,6988.428571428572,4760.714285714285
2021-02-24,Alaska,usa,243650.0,315765.0,731532.6345801661,Pacific,3723.0,10890.0,7147.571428571428,6316.428571428572
2021-02-25,Alaska,usa,249559.0,319265.0,731532.6345801661,Pacific,5909.0,3500.0,7201.142857142857,6816.428571428572
2021-02-26,Alaska,usa,254334.0,332415.0,731532.6345801661,Pacific,4775.0,13150.0,5444.428571428572,4640.0
2021-02-27,Alaska,usa,259538.0,342535.0,731532.6345801661,Pacific,5204.0,10120.0,4590.714285714285,6085.714285714285
2021-02-28,Alaska,usa,264741.0,342535.0,731532.6345801661,Pacific,5203.0,0.0,4228.571428571428,6085.714285714285
2021-03-01,Alaska,usa,268406.0,342535.0,731532.6345801661,Pacific,3665.0,0.0,4303.857142857143,6085.714285714285
2021-03-02,Alaska,usa,269941.0,372725.0,731532.6345801661,Pacific,1535.0,30190.0,4287.714285714285,9692.857142857143
2021-03-03,Alaska,usa,273350.0,399225.0,731532.6345801661,Pacific,3409.0,26500.0,4242.857142857143,11922.857142857143
2021-03-04,Alaska,usa,276891.0,409125.0,731532.6345801661,Pacific,3541.0,9900.0,3904.5714285714284,12837.142857142857
2021-03-05,Alaska,usa,281467.0,421375.0,731532.6345801661,Pacific,4576.0,12250.0,3876.1428571428573,12708.57142857143
2021-03-06,Alaska,usa,288625.0,426715.0,731532.6345801661,Pacific,7158.0,5340.0,4155.285714285715,12025.714285714286
2021-03-07,Alaska,usa,295046.0,426715.0,731532.6345801661,Pacific,6421.0,0.0,4329.285714285715,12025.714285714286
2021-03-08,Alaska,usa,298144.0,426715.0,731532.6345801661,Pacific,3098.0,0.0,4248.285714285715,12025.714285714286
2021-03-09,Alaska,usa,302687.0,430685.0,731532.6345801661,Pacific,4543.0,3970.0,4678.0,8280.0
2021-03-10,Alaska,usa,307769.0,445125.0,731532.6345801661,Pacific,5082.0,14440.0,4917.0,6557.142857142857
2021-03-11,Alaska,usa,313365.0,462875.0,731532.6345801661,Pacific,5596.0,17750.0,5210.571428571428,7678.571428571428
2021-03-12,Alaska,usa,318526.0,470325.0,731532.6345801661,Pacific,5161.0,7450.0,5294.142857142857,6992.857142857143
2021-03-13,Alaska,usa,324271.0,472395.0,731532.6345801661,Pacific,5745.0,2070.0,5092.285714285715,6525.714285714285
2021-03-14,Alaska,usa,333357.0,472395.0,731532.6345801661,Pacific,9086.0,0.0,5473.0,6525.714285714285
2021-03-15,Alaska,usa,337141.0,472395.0,731532.6345801661,Pacific,3784.0,0.0,5571.0,6525.714285714285
2021-03-16,Alaska,usa,339647.0,484795.0,731532.6345801661,Pacific,2506.0,12400.0,5280.0,7730.0
2021-03-17,Alaska,usa,345987.0,499625.0,731532.6345801661,Pacific,6340.0,14830.0,5459.714285714285,7785.714285714285
2021-03-18,Alaska,usa,351093.0,509025.0,731532.6345801661,Pacific,5106.0,9400.0,5389.714285714285,6592.857142857143
2021-03-19,Alaska,usa,356055.0,514835.0,731532.6345801661,Pacific,4962.0,5810.0,5361.285714285715,6358.571428571428
2021-03-20,Alaska,usa,362698.0,520685.0,731532.6345801661,Pacific,6643.0,5850.0,5489.571428571428,6898.571428571428
2021-03-21,Alaska,usa,372435.0,520685.0,731532.6345801661,Pacific,9737.0,0.0,5582.571428571428,6898.571428571428
2021-03-22,Alaska,usa,375590.0,520685.0,731532.6345801661,Pacific,3155.0,0.0,5492.714285714285,6898.571428571428
2021-03-23,Alaska,usa,376555.0,529765.0,731532.6345801661,Pacific,965.0,9080.0,5272.571428571428,6424.285714285715
2021-03-24,Alaska,usa,379296.0,540815.0,731532.6345801661,Pacific,2741.0,11050.0,4758.428571428572,5884.285714285715
2021-03-25,Alaska,usa,384503.0,549315.0,731532.6345801661,Pacific,5207.0,8500.0,4772.857142857143,5755.714285714285
2021-03-26,Alaska,usa,389775.0,568125.0,731532.6345801661,Pacific,5272.0,18810.0,4817.142857142857,7612.857142857143
2021-03-27,Alaska,usa,395650.0,570465.0,731532.6345801661,Pacific,5875.0,2340.0,4707.428571428572,7111.428571428572
2021-03-28,Alaska,usa,401502.0,570465.0,731532.6345801661,Pacific,5852.0,0.0,4152.428571428572,7111.428571428572
2021-03-29,Alaska,usa,403284.0,570465.0,731532.6345801661,Pacific,1782.0,0.0,3956.285714285714,7111.428571428572
2021-03-30,Alaska,usa,404339.0,572905.0,731532.6345801661,Pacific,1055.0,2440.0,3969.1428571428573,6162.857142857143
2021-03-31,Alaska,usa,407233.0,601225.0,731532.6345801661,Pacific,2894.0,28320.0,3991.0,8630.0
2021-04-01,Alaska,usa,411529.0,615825.0,731532.6345801661,Pacific,4296.0,14600.0,3860.8571428571427,9501.42857142857
2021-04-02,Alaska,usa,415690.0,629315.0,731532.6345801661,Pacific,4161.0,13490.0,3702.1428571428573,8741.42857142857
2021-04-03,Alaska,usa,420238.0,636665.0,731532.6345801661,Pacific,4548.0,7350.0,3512.5714285714284,9457.142857142857
2021-04-04,Alaska,usa,428556.0,636665.0,731532.6345801661,Pacific,8318.0,0.0,3864.8571428571427,9457.142857142857
2021-04-05,Alaska,usa,431436.0,636665.0,731532.6345801661,Pacific,2880.0,0.0,4021.714285714286,9457.142857142857
2021-04-06,Alaska,usa,432690.0,658125.0,731532.6345801661,Pacific,1254.0,21460.0,4050.1428571428573,12174.285714285714
2021-04-07,Alaska,usa,436681.0,684095.0,731532.6345801661,Pacific,3991.0,25970.0,4206.857142857143,11838.57142857143
2021-04-08,Alaska,usa,443287.0,692995.0,731532.6345801661,Pacific,6606.0,8900.0,4536.857142857143,11024.285714285714
2021-04-09,Alaska,usa,448337.0,703015.0,731532.6345801661,Pacific,5050.0,10020.0,4663.857142857143,10528.57142857143
2021-04-10,Alaska,usa,455719.0,706185.0,731532.6345801661,Pacific,7382.0,3170.0,5068.714285714285,9931.42857142857
2021-04-11,Alaska,usa,461286.0,706185.0,731532.6345801661,Pacific,5567.0,0.0,4675.714285714285,9931.42857142857
2021-04-12,Alaska,usa,465250.0,706185.0,731532.6345801661,Pacific,3964.0,0.0,4830.571428571428,9931.42857142857
2021-04-13,Alaska,usa,496015.0,717325.0,731532.6345801661,Pacific,30765.0,11140.0,9046.42857142857,8457.142857142857
2021-04-14,Alaska,usa,499742.0,722835.0,731532.6345801661,Pacific,3727.0,5510.0,9008.714285714286,5534.285714285715
2021-04-15,Alaska,usa,499815.0,729305.0,731532.6345801661,Pacific,73.0,6470.0,8075.428571428572,5187.142857142857
2021-04-16,Alaska,usa,504860.0,735675.0,731532.6345801661,Pacific,5045.0,6370.0,8074.714285714285,4665.714285714285
2021-04-17,Alaska,usa,509843.0,746705.0,731532.6345801661,Pacific,4983.0,11030.0,7732.0,5788.571428571428
2021-04-18,Alaska,usa,515501.0,746705.0,731532.6345801661,Pacific,5658.0,0.0,7745.0,5788.571428571428
2021-01-12,Arizona,usa,141355.0,563025.0,7278458.370641024,Mountain,,,,
2021-01-13,Arizona,usa,154745.0,569525.0,7278458.370641024,Mountain,13390.0,6500.0,13390.0,6500.0
2021-01-14,Arizona,usa,173665.0,570625.0,7278458.370641024,Mountain,18920.0,1100.0,16155.0,3800.0
2021-01-15,Arizona,usa,197086.0,571725.0,7278458.370641024,Mountain,23421.0,1100.0,18577.0,2900.0
2021-01-16,Arizona,usa,,,7278458.370641024,Mountain,,,18577.0,2900.0
2021-01-17,Arizona,usa,,,7278458.370641024,Mountain,,,18577.0,2900.0
2021-01-18,Arizona,usa,,,7278458.370641024,Mountain,,,18577.0,2900.0
2021-01-19,Arizona,usa,266276.0,571725.0,7278458.370641024,Mountain,,,18577.0,2900.0
2021-01-20,Arizona,usa,281887.0,752250.0,7278458.370641024,Mountain,15611.0,180525.0,19317.333333333332,60908.333333333336
2021-01-21,Arizona,usa,303899.0,797550.0,7278458.370641024,Mountain,22012.0,45300.0,20348.0,75641.66666666667
2021-01-22,Arizona,usa,329349.0,822050.0,7278458.370641024,Mountain,25450.0,24500.0,21024.333333333332,83441.66666666667
2021-01-23,Arizona,usa,360958.0,829500.0,7278458.370641024,Mountain,31609.0,7450.0,23670.5,64443.75
2021-01-24,Arizona,usa,390623.0,829500.0,7278458.370641024,Mountain,29665.0,0.0,24869.4,51555.0
2021-01-25,Arizona,usa,413662.0,829500.0,7278458.370641024,Mountain,23039.0,0.0,24564.333333333332,42962.5
2021-01-26,Arizona,usa,430892.0,837200.0,7278458.370641024,Mountain,17230.0,7700.0,23516.571428571428,37925.0
2021-01-27,Arizona,usa,458258.0,990000.0,7278458.370641024,Mountain,27366.0,152800.0,25195.85714285714,33964.28571428572
2021-01-28,Arizona,usa,487149.0,1011375.0,7278458.370641024,Mountain,28891.0,21375.0,26178.571428571428,30546.428571428572
2021-01-29,Arizona,usa,521097.0,1012275.0,7278458.370641024,Mountain,33948.0,900.0,27392.571428571428,27175.0
2021-01-30,Arizona,usa,557369.0,1013375.0,7278458.370641024,Mountain,36272.0,1100.0,28058.714285714286,26267.85714285714
2021-01-31,Arizona,usa,594104.0,1013375.0,7278458.370641024,Mountain,36735.0,0.0,29068.714285714286,26267.85714285714
2021-02-01,Arizona,usa,620608.0,1013375.0,7278458.370641024,Mountain,26504.0,0.0,29563.714285714286,26267.85714285714
2021-02-02,Arizona,usa,631662.0,1082050.0,7278458.370641024,Mountain,11054.0,68675.0,28681.428571428572,34978.57142857143
2021-02-03,Arizona,usa,656040.0,1181000.0,7278458.370641024,Mountain,24378.0,98950.0,28254.571428571428,27285.714285714286
2021-02-04,Arizona,usa,686116.0,1185700.0,7278458.370641024,Mountain,30076.0,4700.0,28423.85714285714,24903.571428571428
2021-02-05,Arizona,usa,719458.0,1186000.0,7278458.370641024,Mountain,33342.0,300.0,28337.285714285714,24817.85714285714
2021-02-06,Arizona,usa,766788.0,1186000.0,7278458.370641024,Mountain,47330.0,0.0,29917.0,24660.714285714286
2021-02-07,Arizona,usa,809230.0,1186000.0,7278458.370641024,Mountain,42442.0,0.0,30732.285714285714,24660.714285714286
2021-02-08,Arizona,usa,841018.0,1186000.0,7278458.370641024,Mountain,31788.0,0.0,31487.14285714286,24660.714285714286
2021-02-09,Arizona,usa,863807.0,1265950.0,7278458.370641024,Mountain,22789.0,79950.0,33163.57142857143,26271.428571428572
2021-02-10,Arizona,usa,897757.0,1370175.0,7278458.370641024,Mountain,33950.0,104225.0,34531.0,27025.0
2021-02-11,Arizona,usa,941575.0,1391475.0,7278458.370641024,Mountain,43818.0,21300.0,36494.142857142855,29396.428571428572
2021-02-12,Arizona,usa,990296.0,1393475.0,7278458.370641024,Mountain,48721.0,2000.0,38691.142857142855,29639.285714285714
